	KO30Cr1	KO30Cr2	KO20Cr1	KO20Cr2	WT30Cr1	WT30Cr2	WT20Cr1	WT20Cr2
YNL020C	322.0	356.0	273.0	226.0	400.0	363.0	259.0	201.0
YNL021W	1335.0	1706.0	1634.0	1355.0	2549.0	2190.0	1302.0	1404.0
YNL022C	1168.0	1514.0	2258.0	1577.0	1470.0	1348.0	1448.0	1683.0
YNL023C	849.0	1105.0	1666.0	1204.0	1552.0	1411.0	1403.0	1352.0
YNL024C	54.0	68.0	260.0	218.0	73.0	47.0	161.0	173.0
YNL024C-A	591.0	753.0	1121.0	790.0	774.0	667.0	834.0	713.0
YNL025C	232.0	296.0	331.0	366.0	288.0	172.0	300.0	272.0
YNL026W	595.0	699.0	739.0	595.0	970.0	879.0	638.0	704.0
YNL027W	1035.0	1247.0	1339.0	1187.0	1513.0	1302.0	1138.0	1138.0
YNL029C	705.0	885.0	1296.0	1075.0	1175.0	1030.0	1198.0	1105.0
YNL030W	1904.0	3344.0	2603.0	2688.0	4334.0	4350.0	2164.0	3735.0
YNL031C	17298.0	20245.0	20076.0	14954.0	24981.0	23845.0	22053.0	21761.0
YNL032W	372.0	427.0	596.0	514.0	786.0	607.0	542.0	485.0
YNL035C	1556.0	2025.0	2409.0	1688.0	1955.0	1648.0	2018.0	1820.0
YNL036W	812.0	1127.0	1365.0	1605.0	960.0	953.0	1178.0	1267.0
YNL037C	2487.0	2956.0	6131.0	3178.0	2575.0	2337.0	8416.0	8561.0
YNL038W	814.0	1128.0	1255.0	1346.0	975.0	839.0	992.0	810.0
YNL039W	1609.0	1841.0	1825.0	1812.0	2974.0	2604.0	1603.0	1532.0
YNL040W	552.0	624.0	272.0	197.0	1189.0	989.0	614.0	604.0
YNL041C	1422.0	1796.0	1819.0	1714.0	1980.0	1633.0	1770.0	1737.0
YNL042W	407.0	444.0	457.0	378.0	666.0	623.0	392.0	309.0
YNL044W	243.0	424.0	335.0	290.0	848.0	827.0	172.0	347.0
YNL045W	1307.0	1481.0	1544.0	1412.0	1410.0	1314.0	1102.0	1375.0
YNL046W	44.0	92.0	65.0	55.0	203.0	159.0	43.0	53.0
YNL047C	381.0	485.0	486.0	436.0	553.0	445.0	397.0	374.0
YNL048W	697.0	1059.0	1375.0	1086.0	1328.0	1186.0	1100.0	1273.0
YNL049C	1631.0	2008.0	2232.0	1775.0	3372.0	2839.0	2283.0	2370.0
YNL050C	718.0	859.0	926.0	893.0	1169.0	985.0	687.0	665.0
YNL051W	746.0	900.0	709.0	837.0	791.0	704.0	694.0	636.0
YNL052W	732.0	1041.0	1008.0	1214.0	1538.0	1581.0	439.0	619.0
YNL053W	311.0	427.0	560.0	440.0	824.0	763.0	409.0	420.0
YNL054W	1052.0	1431.0	1138.0	1127.0	2278.0	2126.0	996.0	1035.0
YNL054W-A	28.0	40.0	9.0	11.0	186.0	124.0	28.0	14.0
YNL055C	1856.0	2777.0	948.0	863.0	2648.0	2464.0	789.0	1296.0
YNL056W	1048.0	1284.0	1436.0	1336.0	2082.0	1817.0	1088.0	1307.0
YNL058C	683.0	738.0	612.0	620.0	1049.0	872.0	406.0	461.0
YNL059C	2354.0	3057.0	2894.0	2886.0	5722.0	5113.0	2758.0	2909.0
YNL061W	5828.0	6990.0	11144.0	9019.0	8942.0	8209.0	8921.0	8450.0
YNL062C	768.0	1054.0	1131.0	1168.0	2101.0	1814.0	616.0	883.0
YNL063W	118.0	162.0	166.0	149.0	300.0	231.0	178.0	182.0
YNL064C	4382.0	5899.0	5857.0	5294.0	10504.0	10112.0	5208.0	7340.0
YNL065W	986.0	1312.0	1415.0	1101.0	2165.0	2033.0	1317.0	1797.0
YNL066W	1274.0	1919.0	1207.0	1055.0	2696.0	2229.0	987.0	1484.0
YNL067W	1841.0	2549.0	1390.0	1841.0	4443.0	4326.0	1971.0	3309.0
YNL068C	789.0	952.0	854.0	713.0	1766.0	1494.0	766.0	701.0
YNL069C	13246.0	18673.0	16466.0	16822.0	48847.0	45600.0	11483.0	15879.0
YNL070W	1311.0	1584.0	983.0	1215.0	769.0	613.0	928.0	660.0
YNL071W	7060.0	7677.0	3432.0	5766.0	8262.0	7684.0	3658.0	3311.0
YNL072W	776.0	948.0	869.0	646.0	1340.0	1308.0	864.0	941.0
YNL073W	986.0	1182.0	1374.0	1395.0	1635.0	1426.0	1656.0	1342.0
YNL074C	523.0	606.0	448.0	469.0	851.0	797.0	355.0	362.0
YNL075W	1039.0	1174.0	1787.0	1666.0	2171.0	1903.0	1129.0	1136.0
YNL076W	1023.0	1122.0	1060.0	1131.0	1445.0	1234.0	937.0	785.0
YNL077W	282.0	388.0	285.0	277.0	498.0	450.0	344.0	412.0
YNL078W	1817.0	1948.0	1698.0	1589.0	2899.0	2580.0	1810.0	1530.0
YNL079C	8671.0	11742.0	7374.0	9170.0	27563.0	26342.0	8051.0	7636.0
YNL080C	649.0	902.0	776.0	824.0	1447.0	1335.0	741.0	786.0
YNL081C	1242.0	1400.0	1523.0	1228.0	1990.0	1778.0	1455.0	1379.0
YNL082W	932.0	1271.0	1139.0	1077.0	1472.0	1234.0	988.0	1067.0
YNL083W	457.0	527.0	776.0	617.0	635.0	437.0	813.0	674.0
YNL084C	1754.0	2078.0	2802.0	2525.0	2431.0	2238.0	2638.0	2536.0
YNL085W	4941.0	7178.0	6512.0	5216.0	8307.0	6520.0	5499.0	5746.0
YNL086W	149.0	153.0	169.0	124.0	194.0	169.0	140.0	197.0
YNL087W	2512.0	3306.0	3551.0	2667.0	5921.0	4519.0	3874.0	3895.0
YNL088W	5104.0	7125.0	6265.0	5526.0	11548.0	8518.0	5690.0	6002.0
YNL090W	760.0	1054.0	1263.0	613.0	829.0	729.0	1191.0	1209.0
YNL091W	3403.0	4218.0	4057.0	3436.0	6234.0	5573.0	3303.0	2988.0
YNL092W	104.0	120.0	85.0	82.0	186.0	156.0	127.0	96.0
YNL094W	1059.0	1336.0	1575.0	1275.0	2215.0	2064.0	1392.0	1383.0
YNL095C	205.0	240.0	263.0	234.0	550.0	513.0	323.0	344.0
YNL096C	23025.0	22705.0	16605.0	22521.0	9211.0	8354.0	13464.0	9214.0
YNL097C	1055.0	1325.0	1368.0	1159.0	2994.0	3007.0	1503.0	1206.0
YNL098C	5082.0	6371.0	4865.0	4001.0	8186.0	7032.0	6511.0	5688.0
YNL099C	1976.0	2287.0	2634.0	2201.0	2478.0	2099.0	2903.0	2365.0
YNL100W	448.0	609.0	575.0	546.0	705.0	704.0	299.0	510.0
YNL101W	843.0	1052.0	1097.0	886.0	1527.0	1383.0	958.0	980.0
YNL102W	3098.0	3940.0	3731.0	3366.0	6450.0	5419.0	3257.0	3376.0
YNL103W	1295.0	1567.0	1388.0	1282.0	2537.0	2409.0	1494.0	1413.0
YNL104C	2932.0	3915.0	3387.0	2555.0	5657.0	5562.0	4406.0	4864.0
YNL106C	910.0	1155.0	1250.0	1153.0	1092.0	965.0	1058.0	1004.0
YNL107W	322.0	475.0	468.0	416.0	662.0	621.0	448.0	485.0
YNL108C	1287.0	1481.0	2195.0	1503.0	1602.0	1691.0	1704.0	1726.0
YNL110C	2502.0	2650.0	3434.0	3118.0	4278.0	4028.0	2725.0	2533.0
YNL111C	597.0	716.0	696.0	525.0	458.0	458.0	380.0	560.0
YNL112W	7334.0	8963.0	17741.0	13334.0	9244.0	8693.0	11294.0	11938.0
YNL113W	1607.0	1943.0	1997.0	2079.0	3537.0	2992.0	1502.0	1524.0
YNL115C	1237.0	1510.0	1411.0	1462.0	1954.0	1729.0	1604.0	1412.0
YNL116W	230.0	327.0	217.0	214.0	617.0	549.0	190.0	235.0
YNL118C	2556.0	3358.0	3699.0	3169.0	4188.0	3276.0	3204.0	3292.0
YNL119W	762.0	881.0	1196.0	1277.0	707.0	622.0	778.0	708.0
YNL121C	7602.0	9286.0	7355.0	7089.0	10566.0	9024.0	10030.0	10576.0
YNL122C	170.0	237.0	142.0	142.0	364.0	275.0	98.0	157.0
YNL123W	3326.0	4171.0	4673.0	4836.0	5884.0	5159.0	3726.0	3760.0
YNL124W	585.0	725.0	1212.0	903.0	1327.0	1203.0	974.0	964.0
YNL125C	551.0	723.0	846.0	764.0	705.0	584.0	634.0	569.0
YNL126W	1130.0	1458.0	1312.0	1320.0	1792.0	1325.0	1143.0	1090.0
YNL127W	1067.0	1470.0	1530.0	1620.0	2050.0	1707.0	1229.0	1284.0
YNL128W	46.0	63.0	35.0	39.0	73.0	68.0	46.0	46.0
YNL129W	472.0	647.0	553.0	408.0	887.0	770.0	583.0	722.0
YNL130C	4636.0	5583.0	3071.0	2689.0	4611.0	3812.0	2944.0	2850.0
YNL131W	4154.0	4807.0	4925.0	4995.0	7257.0	6472.0	4838.0	5131.0
YNL132W	3243.0	4441.0	6236.0	4961.0	8165.0	6512.0	4618.0	4648.0
YNL133C	219.0	279.0	307.0	331.0	705.0	566.0	257.0	299.0
YNL134C	1465.0	2040.0	3963.0	3945.0	3931.0	4279.0	6250.0	6736.0
YNL135C	5130.0	7388.0	7589.0	5713.0	3497.0	2895.0	5612.0	8070.0
YNL136W	474.0	531.0	680.0	564.0	1482.0	1239.0	634.0	590.0
YNL137C	1133.0	1479.0	1855.0	1861.0	2561.0	2202.0	1489.0	1985.0
YNL138W	4442.0	5755.0	3723.0	3729.0	6339.0	6332.0	3579.0	4439.0
YNL138W-A	464.0	473.0	400.0	492.0	347.0	335.0	340.0	238.0
YNL139C	2326.0	3132.0	3097.0	2709.0	3531.0	2708.0	2665.0	2692.0
YNL141W	778.0	1002.0	1201.0	1104.0	935.0	881.0	859.0	1175.0
YNL142W	133.0	178.0	200.0	147.0	304.0	265.0	193.0	240.0
YNL143C	33.0	43.0	91.0	35.0	9.0	6.0	36.0	73.0
YNL144C	113.0	147.0	318.0	262.0	304.0	259.0	173.0	193.0
YNL147W	379.0	509.0	428.0	488.0	1114.0	1013.0	424.0	487.0
YNL148C	338.0	435.0	449.0	361.0	583.0	407.0	411.0	461.0
YNL149C	1670.0	1905.0	2561.0	2536.0	4032.0	3967.0	1700.0	1860.0
YNL151C	1518.0	1791.0	2437.0	1763.0	2450.0	2100.0	2153.0	1992.0
YNL152W	332.0	444.0	547.0	437.0	794.0	645.0	367.0	398.0
YNL153C	1453.0	1639.0	1929.0	2213.0	2467.0	2291.0	1451.0	1448.0
YNL154C	3883.0	4876.0	5274.0	4612.0	8291.0	7661.0	4641.0	4845.0
YNL155W	1971.0	2476.0	2806.0	2277.0	2147.0	1692.0	2466.0	2284.0
YNL156C	1641.0	2026.0	2548.0	2004.0	1770.0	1603.0	1929.0	2267.0
YNL157W	1379.0	1728.0	1585.0	1728.0	2424.0	2100.0	1270.0	1408.0
YNL158W	291.0	409.0	314.0	357.0	545.0	492.0	237.0	217.0
YNL159C	618.0	634.0	544.0	686.0	1260.0	1053.0	572.0	473.0
YNL160W	5026.0	6889.0	8771.0	8271.0	5462.0	5261.0	3683.0	5097.0
YNL161W	1574.0	2048.0	1686.0	1509.0	3301.0	2918.0	1750.0	1707.0
YNL162W	2954.0	4843.0	3702.0	3277.0	6955.0	6820.0	2159.0	4750.0
YNL162W-A	73.0	77.0	92.0	94.0	68.0	56.0	61.0	54.0
YNL163C	2314.0	2919.0	3834.0	2987.0	3819.0	3034.0	3183.0	3062.0
YNL164C	397.0	387.0	566.0	391.0	502.0	431.0	463.0	392.0
YNL165W	292.0	357.0	551.0	391.0	500.0	403.0	427.0	470.0
YNL166C	1759.0	2327.0	1750.0	1781.0	4388.0	3877.0	1853.0	1791.0
YNL167C	641.0	725.0	598.0	677.0	1069.0	825.0	771.0	577.0
YNL168C	557.0	681.0	333.0	343.0	603.0	561.0	428.0	461.0
YNL169C	2704.0	3328.0	3544.0	2769.0	4553.0	3738.0	3654.0	3348.0
YNL172W	945.0	1223.0	1352.0	1193.0	1989.0	1644.0	1196.0	1095.0
YNL173C	1402.0	1793.0	1804.0	1621.0	3632.0	3318.0	1668.0	1999.0
YNL175C	2995.0	3188.0	3408.0	3691.0	3187.0	2907.0	3380.0	2733.0
YNL176C	390.0	450.0	436.0	372.0	590.0	481.0	444.0	324.0
YNL177C	1722.0	2034.0	2013.0	1575.0	2515.0	2088.0	2530.0	1937.0
YNL178W	31327.0	41231.0	29597.0	25631.0	29355.0	27663.0	34663.0	42282.0
YNL179C	783.0	783.0	495.0	975.0	354.0	255.0	426.0	376.0
YNL180C	2803.0	3941.0	3858.0	3472.0	7763.0	6514.0	3891.0	3856.0
YNL181W	1235.0	1484.0	2010.0	1750.0	2625.0	2409.0	1690.0	1751.0
YNL182C	2584.0	2926.0	5261.0	3761.0	2662.0	2345.0	3389.0	3062.0
YNL183C	334.0	416.0	346.0	376.0	727.0	630.0	378.0	425.0
YNL185C	624.0	823.0	859.0	586.0	1609.0	1692.0	967.0	898.0
YNL186W	2274.0	2683.0	3010.0	3361.0	3778.0	3220.0	2465.0	2027.0
YNL188W	972.0	1151.0	1121.0	1014.0	1741.0	1496.0	1074.0	960.0
YNL189W	3170.0	3765.0	3181.0	3229.0	4886.0	4456.0	3100.0	3309.0
YNL190W	6218.0	8117.0	11699.0	6189.0	8565.0	7628.0	7289.0	8045.0
YNL191W	647.0	672.0	919.0	796.0	1030.0	1026.0	606.0	495.0
YNL192W	2890.0	3746.0	4267.0	3574.0	5790.0	4713.0	3484.0	3449.0
YNL193W	1082.0	1212.0	1147.0	863.0	1653.0	1308.0	1066.0	1012.0
YNL194C	39.0	45.0	11.0	11.0	35.0	54.0	10.0	13.0
YNL195C	19.0	38.0	15.0	9.0	31.0	41.0	10.0	17.0
YNL197C	727.0	791.0	612.0	559.0	1377.0	990.0	622.0	549.0
YNL199C	1121.0	1470.0	1380.0	1026.0	2456.0	2088.0	1169.0	1219.0
YNL200C	443.0	595.0	564.0	431.0	564.0	545.0	435.0	565.0
YNL201C	1353.0	1886.0	2286.0	1712.0	2411.0	2024.0	1830.0	1936.0
YNL202W	15.0	16.0	33.0	28.0	77.0	69.0	85.0	117.0
YNL206C	1488.0	1903.0	2248.0	1547.0	2671.0	2169.0	2187.0	1967.0
YNL207W	1193.0	1439.0	1523.0	1251.0	1649.0	1508.0	1231.0	1158.0
YNL208W	5266.0	5980.0	4643.0	5508.0	7766.0	7519.0	5348.0	6684.0
YNL209W	12714.0	18500.0	16703.0	15748.0	22380.0	20985.0	10058.0	17098.0
YNL211C	193.0	317.0	224.0	220.0	149.0	151.0	181.0	191.0
YNL212W	1532.0	1926.0	1969.0	1932.0	3412.0	2707.0	1682.0	1926.0
YNL213C	599.0	821.0	1157.0	928.0	1279.0	1119.0	958.0	862.0
YNL214W	140.0	147.0	141.0	159.0	139.0	123.0	108.0	157.0
YNL215W	429.0	566.0	672.0	535.0	847.0	657.0	559.0	496.0
YNL216W	4013.0	4801.0	4035.0	3618.0	6298.0	6236.0	3812.0	3814.0
YNL217W	1098.0	1273.0	1626.0	1622.0	2343.0	1894.0	2352.0	2136.0
YNL218W	428.0	558.0	764.0	635.0	977.0	904.0	709.0	704.0
YNL219C	727.0	939.0	1198.0	1029.0	1242.0	1159.0	902.0	1251.0
YNL220W	1186.0	1770.0	1605.0	1375.0	2222.0	1873.0	3756.0	5351.0
YNL221C	1800.0	2391.0	4041.0	3289.0	3369.0	2846.0	2839.0	2714.0
YNL222W	146.0	174.0	128.0	137.0	229.0	192.0	80.0	139.0
YNL223W	224.0	284.0	308.0	345.0	470.0	409.0	241.0	306.0
YNL224C	1313.0	1744.0	1841.0	1395.0	2328.0	1884.0	1549.0	1515.0
YNL225C	762.0	979.0	971.0	919.0	1251.0	1117.0	766.0	758.0
YNL227C	1795.0	2042.0	2239.0	1857.0	2829.0	2515.0	1707.0	1775.0
YNL229C	1148.0	1437.0	1617.0	1367.0	2782.0	2416.0	1614.0	1705.0
YNL230C	175.0	176.0	208.0	186.0	352.0	314.0	161.0	168.0
YNL231C	3463.0	4147.0	5367.0	4167.0	3539.0	3176.0	6566.0	6352.0
YNL232W	2697.0	3307.0	5977.0	4178.0	2893.0	2876.0	2815.0	3058.0
YNL233W	1607.0	1994.0	1942.0	1355.0	2403.0	2032.0	1650.0	1562.0
YNL234W	138.0	174.0	235.0	215.0	265.0	214.0	149.0	166.0
YNL236W	1667.0	2053.0	1954.0	1685.0	2013.0	1593.0	1578.0	1378.0
YNL237W	128.0	110.0	205.0	202.0	195.0	122.0	209.0	283.0
YNL238W	1459.0	1995.0	2264.0	1998.0	3240.0	2910.0	2023.0	2263.0
YNL239W	1666.0	1862.0	1519.0	1022.0	1716.0	1555.0	3270.0	2964.0
YNL240C	416.0	594.0	988.0	654.0	1239.0	1004.0	611.0	767.0
YNL241C	2053.0	2506.0	2712.0	2531.0	3028.0	2862.0	2941.0	2972.0
YNL242W	870.0	1096.0	724.0	686.0	1666.0	1307.0	812.0	802.0
YNL243W	3988.0	4927.0	3888.0	2917.0	8215.0	7608.0	3754.0	4316.0
YNL244C	1426.0	2168.0	2577.0	2320.0	6939.0	6713.0	1621.0	2852.0
YNL245C	261.0	319.0	348.0	342.0	503.0	458.0	313.0	278.0
YNL246W	1165.0	1447.0	1194.0	1171.0	3117.0	2869.0	948.0	1123.0
YNL247W	5752.0	7159.0	6347.0	5634.0	10738.0	9262.0	5800.0	6578.0
YNL248C	3397.0	4202.0	5083.0	4357.0	4022.0	3555.0	3722.0	3987.0
YNL249C	154.0	177.0	163.0	186.0	218.0	199.0	155.0	157.0
YNL250W	959.0	1256.0	1353.0	1298.0	1514.0	1153.0	1094.0	1118.0
YNL251C	1687.0	2175.0	1913.0	1570.0	4409.0	4138.0	1912.0	2390.0
YNL252C	1339.0	1470.0	1460.0	1442.0	1735.0	1639.0	1465.0	1253.0
YNL253W	400.0	568.0	415.0	455.0	840.0	717.0	548.0	602.0
YNL254C	338.0	413.0	653.0	585.0	581.0	561.0	535.0	506.0
YNL255C	5087.0	5479.0	8215.0	7630.0	3876.0	3856.0	6134.0	5950.0
YNL256W	988.0	1256.0	1945.0	1663.0	2309.0	2078.0	1770.0	2092.0
YNL257C	2322.0	3130.0	2807.0	2748.0	3655.0	2938.0	2724.0	2948.0
YNL258C	1521.0	2057.0	1919.0	1777.0	2745.0	2286.0	1695.0	1804.0
YNL259C	372.0	369.0	327.0	403.0	271.0	184.0	397.0	647.0
YNL260C	220.0	250.0	228.0	289.0	337.0	314.0	207.0	229.0
YNL261W	716.0	924.0	923.0	852.0	1305.0	1125.0	589.0	648.0
YNL262W	3108.0	4168.0	3477.0	3236.0	5926.0	4449.0	3180.0	3064.0
YNL263C	849.0	958.0	1033.0	804.0	1419.0	1380.0	730.0	769.0
YNL264C	458.0	637.0	610.0	518.0	871.0	782.0	473.0	634.0
YNL265C	712.0	945.0	859.0	788.0	1164.0	1025.0	800.0	848.0
YNL267W	2030.0	2609.0	2427.0	2195.0	3303.0	2746.0	1842.0	1993.0
YNL268W	1264.0	1640.0	1667.0	1952.0	3256.0	2589.0	1199.0	1763.0
YNL270C	21.0	34.0	22.0	26.0	53.0	33.0	12.0	11.0
YNL271C	4156.0	5552.0	6302.0	5510.0	8504.0	6726.0	5981.0	5757.0
YNL272C	1238.0	1462.0	1443.0	1278.0	2948.0	2510.0	1450.0	1635.0
YNL273W	1016.0	1288.0	1319.0	1165.0	1707.0	1311.0	1248.0	1205.0
YNL274C	537.0	785.0	443.0	343.0	789.0	919.0	392.0	505.0
YNL275W	212.0	307.0	412.0	312.0	520.0	444.0	295.0	348.0
YNL276C	43.0	59.0	79.0	54.0	37.0	25.0	55.0	45.0
YNL277W	44.0	46.0	36.0	28.0	62.0	69.0	30.0	34.0
YNL278W	498.0	632.0	543.0	483.0	945.0	764.0	692.0	631.0
YNL279W	534.0	545.0	567.0	439.0	359.0	378.0	342.0	267.0
YNL280C	2245.0	3003.0	3784.0	3004.0	3097.0	2582.0	3150.0	3433.0
YNL281W	2043.0	2684.0	1683.0	1207.0	3286.0	3169.0	1519.0	1635.0
YNL282W	218.0	245.0	388.0	295.0	221.0	208.0	239.0	232.0
YNL283C	641.0	778.0	623.0	540.0	981.0	754.0	655.0	600.0
YNL284C	741.0	907.0	1150.0	1007.0	1521.0	1475.0	953.0	1104.0
YNL286W	655.0	842.0	1111.0	801.0	1229.0	1028.0	1099.0	887.0
YNL287W	9394.0	11278.0	10533.0	8872.0	10697.0	9138.0	9742.0	9966.0
YNL288W	916.0	1121.0	1267.0	988.0	1097.0	1178.0	874.0	985.0
YNL289W	2114.0	2186.0	1842.0	1716.0	2064.0	1821.0	1754.0	1401.0
YNL290W	1780.0	2216.0	2405.0	1723.0	2316.0	1977.0	1977.0	1968.0
YNL291C	1152.0	1329.0	1579.0	1425.0	1610.0	1280.0	1476.0	1461.0
YNL292W	1088.0	1285.0	1693.0	1477.0	2586.0	2265.0	1479.0	1512.0
YNL293W	422.0	621.0	718.0	555.0	782.0	645.0	531.0	572.0
YNL294C	1014.0	1367.0	1682.0	1358.0	1682.0	1498.0	1282.0	1256.0
YNL295W	569.0	706.0	854.0	788.0	1092.0	869.0	686.0	607.0
YNL297C	2181.0	3165.0	2902.0	2520.0	2971.0	2238.0	2641.0	2458.0
YNL298W	1134.0	1420.0	1185.0	1092.0	1519.0	1415.0	957.0	854.0
YNL299W	780.0	854.0	1318.0	977.0	1622.0	1610.0	946.0	963.0
YNL300W	1050.0	998.0	650.0	547.0	2842.0	2787.0	550.0	556.0
YNL301C	2167.0	3095.0	1852.0	1602.0	3269.0	3369.0	1329.0	1813.0
YNL302C	6573.0	9777.0	10199.0	7996.0	10149.0	10108.0	6378.0	10821.0
YNL304W	290.0	437.0	286.0	325.0	599.0	528.0	353.0	430.0
YNL305C	772.0	944.0	683.0	730.0	964.0	769.0	562.0	701.0
YNL306W	1928.0	2203.0	2340.0	1851.0	2936.0	2735.0	3249.0	2855.0
YNL307C	1048.0	1406.0	1086.0	899.0	1475.0	1268.0	1066.0	1281.0
YNL308C	3760.0	4027.0	6134.0	4383.0	6682.0	5706.0	5407.0	4139.0
YNL309W	624.0	631.0	556.0	498.0	1106.0	1091.0	563.0	446.0
YNL310C	549.0	446.0	341.0	408.0	484.0	518.0	395.0	341.0
YNL311C	485.0	588.0	549.0	451.0	619.0	540.0	677.0	556.0
YNL312W	1456.0	1480.0	725.0	1493.0	1152.0	992.0	710.0	640.0
YNL313C	2293.0	2996.0	3603.0	3098.0	4216.0	3597.0	2740.0	2854.0
YNL314W	215.0	260.0	341.0	251.0	452.0	474.0	274.0	290.0
YNL315C	457.0	589.0	606.0	555.0	869.0	893.0	681.0	835.0
YNL316C	319.0	373.0	336.0	261.0	553.0	514.0	254.0	320.0
YNL317W	925.0	929.0	1128.0	1039.0	1517.0	1404.0	1193.0	1042.0
YNL320W	126.0	192.0	250.0	175.0	262.0	273.0	174.0	267.0
YNL321W	632.0	785.0	726.0	635.0	1378.0	1184.0	600.0	751.0
YNL322C	2103.0	2487.0	1800.0	1451.0	3101.0	2947.0	1388.0	1425.0
YNL323W	1082.0	1599.0	2199.0	1683.0	2393.0	2069.0	1577.0	1880.0
YNL325C	548.0	623.0	586.0	626.0	993.0	826.0	491.0	500.0
YNL326C	523.0	543.0	810.0	542.0	450.0	389.0	746.0	664.0
YNL327W	5008.0	5977.0	4213.0	3675.0	9263.0	7615.0	4458.0	4101.0
YNL328C	180.0	226.0	203.0	132.0	255.0	249.0	175.0	183.0
YNL329C	733.0	880.0	991.0	863.0	1045.0	927.0	885.0	773.0
YNL330C	1651.0	2093.0	2179.0	1671.0	2349.0	2054.0	1795.0	1921.0
YNL336W	161.0	219.0	297.0	325.0	340.0	244.0	217.0	291.0
YNR001C	2707.0	3720.0	4154.0	3173.0	4017.0	3622.0	4923.0	4700.0
YNR003C	1057.0	1330.0	1420.0	1183.0	1922.0	1700.0	1050.0	1175.0
YNR004W	167.0	143.0	284.0	359.0	130.0	114.0	167.0	117.0
YNR006W	849.0	992.0	1052.0	974.0	1571.0	1352.0	934.0	991.0
YNR007C	496.0	543.0	566.0	625.0	779.0	691.0	660.0	587.0
YNR008W	1429.0	1735.0	1381.0	1181.0	2379.0	2138.0	1711.0	1564.0
YNR009W	208.0	234.0	205.0	127.0	404.0	342.0	165.0	200.0
YNR010W	204.0	211.0	218.0	231.0	171.0	166.0	146.0	127.0
YNR011C	999.0	1218.0	1361.0	1185.0	2143.0	1944.0	1122.0	1094.0
YNR012W	368.0	476.0	475.0	477.0	1138.0	972.0	397.0	431.0
YNR013C	1369.0	1757.0	2026.0	1616.0	2075.0	1677.0	1365.0	1434.0
YNR014W	80.0	105.0	72.0	81.0	90.0	80.0	39.0	48.0
YNR015W	760.0	1028.0	1072.0	1120.0	1738.0	1626.0	734.0	857.0
YNR016C	33681.0	45857.0	32283.0	26788.0	59582.0	51221.0	32938.0	37080.0
YNR017W	959.0	1174.0	1233.0	846.0	1185.0	1027.0	1292.0	1567.0
YNR018W	4571.0	4935.0	5375.0	3602.0	6912.0	6951.0	4825.0	4085.0
YNR019W	1857.0	2128.0	2700.0	2551.0	2546.0	2396.0	2823.0	2656.0
YNR020C	305.0	340.0	464.0	329.0	338.0	293.0	460.0	399.0
YNR021W	5332.0	6665.0	6958.0	5668.0	9548.0	8742.0	5437.0	5578.0
YNR022C	1174.0	1461.0	1242.0	922.0	2028.0	1651.0	1624.0	1656.0
YNR023W	942.0	1119.0	1014.0	920.0	1516.0	1241.0	940.0	860.0
YNR024W	601.0	571.0	960.0	855.0	1107.0	1018.0	782.0	504.0
YNR026C	889.0	1062.0	1291.0	997.0	1358.0	1142.0	943.0	974.0
YNR027W	480.0	522.0	793.0	631.0	653.0	496.0	505.0	532.0
YNR028W	963.0	1268.0	1153.0	966.0	1725.0	1513.0	987.0	1045.0
YNR029C	850.0	1104.0	1472.0	1174.0	1346.0	1202.0	879.0	1038.0
YNR030W	1298.0	1752.0	1875.0	1333.0	2374.0	1970.0	1514.0	1820.0
YNR031C	2065.0	2723.0	2830.0	2720.0	4111.0	3244.0	2692.0	2560.0
YNR032C-A	402.0	496.0	523.0	378.0	525.0	440.0	389.0	446.0
YNR032W	312.0	438.0	579.0	540.0	611.0	638.0	328.0	564.0
YNR033W	1201.0	1568.0	1545.0	1221.0	2529.0	2426.0	1563.0	1653.0
YNR034W	155.0	233.0	244.0	230.0	462.0	468.0	217.0	337.0
YNR034W-A	45.0	98.0	48.0	42.0	67.0	93.0	47.0	49.0
YNR035C	1931.0	2535.0	1749.0	1847.0	3944.0	3860.0	1603.0	1728.0
YNR036C	339.0	525.0	406.0	470.0	2051.0	2152.0	317.0	567.0
YNR037C	747.0	829.0	609.0	529.0	869.0	1012.0	809.0	865.0
YNR038W	1078.0	1410.0	1586.0	1393.0	1587.0	1436.0	1129.0	1030.0
YNR039C	877.0	1227.0	1138.0	1053.0	1375.0	1190.0	866.0	913.0
YNR040W	364.0	435.0	321.0	277.0	698.0	728.0	419.0	456.0
YNR041C	342.0	540.0	629.0	492.0	733.0	619.0	399.0	539.0
YNR043W	2076.0	2832.0	2302.0	2407.0	4171.0	3695.0	1517.0	2555.0
YNR044W	921.0	1022.0	673.0	611.0	834.0	554.0	629.0	532.0
YNR045W	362.0	577.0	545.0	548.0	783.0	666.0	579.0	586.0
YNR046W	1278.0	1483.0	1779.0	1214.0	1425.0	1443.0	1265.0	1177.0
YNR047W	1115.0	1367.0	1302.0	1146.0	1664.0	1400.0	1254.0	1153.0
YNR048W	262.0	293.0	269.0	208.0	293.0	289.0	239.0	166.0
YNR049C	438.0	455.0	402.0	458.0	772.0	719.0	430.0	397.0
YNR050C	2019.0	2692.0	3288.0	3129.0	4589.0	4315.0	3377.0	4255.0
YNR051C	3537.0	4371.0	5542.0	4447.0	6846.0	5803.0	6515.0	5328.0
