	KO30Cr1	KO30Cr2	KO20Cr1	KO20Cr2	WT30Cr1	WT30Cr2	WT20Cr1	WT20Cr2
YKL095W	44.0	45.0	156.0	143.0	52.0	68.0	72.0	35.0
YKL096W	2101.0	2215.0	2982.0	3302.0	2133.0	3389.0	1610.0	817.0
YKL096W-A	11743.0	11728.0	23533.0	26094.0	14612.0	20755.0	11003.0	7519.0
YKL098W	20.0	23.0	77.0	67.0	37.0	38.0	46.0	19.0
YKL099C	152.0	127.0	517.0	504.0	220.0	288.0	321.0	186.0
YKL100C	259.0	295.0	771.0	821.0	395.0	497.0	531.0	280.0
YKL101W	241.0	262.0	444.0	389.0	378.0	432.0	387.0	205.0
YKL103C	468.0	440.0	684.0	680.0	722.0	847.0	999.0	485.0
YKL104C	843.0	909.0	2165.0	2103.0	1310.0	1724.0	1840.0	1011.0
YKL105C	78.0	105.0	182.0	181.0	140.0	174.0	189.0	74.0
YKL106W	115.0	130.0	300.0	279.0	195.0	233.0	223.0	130.0
YKL108W	41.0	41.0	126.0	127.0	62.0	91.0	82.0	44.0
YKL109W	94.0	116.0	237.0	212.0	118.0	163.0	134.0	60.0
YKL110C	112.0	98.0	306.0	272.0	168.0	189.0	232.0	116.0
YKL112W	265.0	273.0	646.0	616.0	412.0	552.0	424.0	210.0
YKL113C	158.0	143.0	418.0	437.0	265.0	342.0	257.0	196.0
YKL114C	161.0	156.0	407.0	453.0	239.0	290.0	295.0	184.0
YKL116C	74.0	66.0	163.0	141.0	91.0	129.0	138.0	74.0
YKL117W	1326.0	1420.0	4512.0	4493.0	2350.0	2959.0	3363.0	1702.0
YKL119C	61.0	69.0	219.0	216.0	133.0	161.0	132.0	89.0
YKL120W	86.0	50.0	123.0	84.0	79.0	134.0	60.0	36.0
YKL121W	37.0	41.0	75.0	88.0	59.0	60.0	59.0	25.0
YKL122C	189.0	223.0	460.0	447.0	391.0	440.0	428.0	236.0
YKL124W	36.0	44.0	77.0	87.0	57.0	75.0	54.0	25.0
YKL125W	150.0	161.0	600.0	622.0	188.0	221.0	273.0	138.0
YKL126W	325.0	370.0	977.0	887.0	520.0	665.0	702.0	350.0
YKL127W	595.0	547.0	1564.0	1420.0	1071.0	1310.0	1290.0	675.0
YKL128C	164.0	163.0	386.0	388.0	289.0	369.0	348.0	205.0
YKL129C	233.0	234.0	353.0	345.0	344.0	423.0	325.0	171.0
YKL130C	153.0	138.0	350.0	333.0	187.0	247.0	229.0	128.0
YKL133C	8.0	9.0	30.0	30.0	14.0	18.0	16.0	16.0
YKL134C	78.0	69.0	183.0	192.0	122.0	133.0	108.0	63.0
YKL135C	216.0	249.0	664.0	653.0	337.0	409.0	432.0	255.0
YKL137W	104.0	106.0	247.0	252.0	124.0	193.0	185.0	109.0
YKL138C	87.0	87.0	238.0	283.0	139.0	192.0	205.0	146.0
YKL138C-A	65.0	64.0	143.0	181.0	107.0	122.0	97.0	43.0
YKL139W	94.0	93.0	268.0	233.0	128.0	158.0	133.0	77.0
YKL140W	122.0	98.0	245.0	262.0	205.0	207.0	247.0	140.0
YKL141W	300.0	344.0	714.0	707.0	471.0	637.0	326.0	234.0
YKL142W	571.0	676.0	1538.0	1405.0	707.0	999.0	1066.0	493.0
YKL143W	226.0	188.0	751.0	710.0	348.0	486.0	584.0	286.0
YKL144C	105.0	89.0	234.0	215.0	136.0	167.0	126.0	76.0
YKL145W	731.0	826.0	2221.0	2181.0	1152.0	1468.0	1771.0	886.0
YKL146W	169.0	180.0	365.0	389.0	239.0	297.0	271.0	148.0
YKL148C	310.0	348.0	514.0	497.0	363.0	508.0	355.0	151.0
YKL149C	38.0	41.0	92.0	90.0	68.0	75.0	72.0	37.0
YKL150W	498.0	474.0	1314.0	1447.0	484.0	643.0	510.0	293.0
YKL151C	115.0	116.0	185.0	166.0	190.0	264.0	206.0	110.0
YKL152C	17979.0	17918.0	26543.0	27908.0	38836.0	49626.0	51899.0	28772.0
YKL154W	113.0	108.0	379.0	367.0	214.0	214.0	209.0	153.0
YKL155C	71.0	55.0	183.0	175.0	106.0	136.0	123.0	77.0
YKL156W	1220.0	1384.0	3607.0	3483.0	1785.0	2281.0	1727.0	1079.0
YKL157W	1046.0	1084.0	2095.0	1871.0	1729.0	2202.0	2111.0	1138.0
YKL159C	43.0	38.0	95.0	114.0	60.0	58.0	60.0	35.0
YKL160W	229.0	251.0	598.0	701.0	388.0	478.0	410.0	200.0
YKL161C	2.0	3.0	40.0	33.0	3.0	7.0	14.0	8.0
YKL162C	16.0	28.0	83.0	71.0	27.0	21.0	38.0	21.0
YKL163W	58.0	74.0	497.0	453.0	53.0	81.0	138.0	62.0
YKL164C	2990.0	3350.0	6834.0	6579.0	4264.0	5763.0	4818.0	2591.0
YKL165C	283.0	288.0	573.0	558.0	507.0	648.0	650.0	370.0
YKL166C	102.0	106.0	245.0	200.0	128.0	204.0	164.0	79.0
YKL167C	67.0	65.0	209.0	217.0	113.0	139.0	136.0	63.0
YKL168C	43.0	65.0	107.0	100.0	82.0	84.0	65.0	38.0
YKL170W	87.0	105.0	176.0	210.0	141.0	143.0	177.0	102.0
YKL171W	27.0	37.0	60.0	71.0	28.0	39.0	56.0	29.0
YKL172W	539.0	535.0	2203.0	2099.0	885.0	1053.0	1345.0	751.0
YKL173W	155.0	158.0	464.0	431.0	195.0	268.0	266.0	139.0
YKL174C	106.0	120.0	325.0	265.0	179.0	231.0	173.0	105.0
YKL175W	226.0	200.0	637.0	633.0	385.0	433.0	676.0	427.0
YKL176C	38.0	44.0	73.0	73.0	66.0	67.0	76.0	32.0
YKL178C	993.0	980.0	2748.0	2795.0	1438.0	1789.0	2331.0	1462.0
YKL179C	167.0	187.0	471.0	449.0	327.0	336.0	316.0	210.0
YKL180W	5030.0	5621.0	14974.0	14141.0	8366.0	10528.0	8218.0	4469.0
YKL181W	583.0	577.0	1356.0	1218.0	978.0	1316.0	1116.0	575.0
YKL182W	12202.0	13555.0	21710.0	19842.0	19605.0	24779.0	21153.0	10295.0
YKL183W	65.0	71.0	203.0	178.0	96.0	143.0	108.0	60.0
YKL184W	325.0	349.0	969.0	930.0	539.0	671.0	757.0	391.0
YKL185W	297.0	343.0	641.0	634.0	466.0	513.0	384.0	213.0
YKL186C	135.0	129.0	394.0	328.0	152.0	195.0	166.0	85.0
YKL188C	6.0	8.0	11.0	18.0	7.0	5.0	12.0	10.0
YKL189W	92.0	77.0	208.0	176.0	109.0	103.0	111.0	66.0
YKL190W	192.0	197.0	444.0	465.0	241.0	311.0	335.0	173.0
YKL191W	199.0	200.0	454.0	385.0	292.0	358.0	284.0	136.0
YKL192C	587.0	611.0	1431.0	1489.0	831.0	1084.0	963.0	561.0
YKL193C	158.0	206.0	395.0	378.0	279.0	356.0	360.0	175.0
YKL194C	45.0	54.0	109.0	81.0	65.0	82.0	89.0	44.0
YKL195W	256.0	314.0	670.0	701.0	416.0	538.0	640.0	364.0
YKL196C	416.0	387.0	1028.0	960.0	666.0	850.0	743.0	416.0
YKL197C	74.0	71.0	137.0	134.0	123.0	131.0	124.0	70.0
YKL198C	40.0	46.0	84.0	86.0	64.0	62.0	87.0	35.0
YKL201C	43.0	40.0	47.0	45.0	57.0	55.0	29.0	20.0
YKL203C	407.0	344.0	454.0	449.0	613.0	439.0	320.0	364.0
YKL204W	408.0	447.0	1042.0	1015.0	570.0	731.0	779.0	424.0
YKL205W	236.0	260.0	753.0	711.0	356.0	409.0	415.0	217.0
YKL206C	129.0	113.0	255.0	224.0	160.0	205.0	201.0	105.0
YKL207W	327.0	278.0	770.0	704.0	508.0	588.0	647.0	342.0
YKL208W	31.0	21.0	85.0	71.0	49.0	51.0	49.0	29.0
YKL209C	1.0	4.0	5.0	7.0	5.0	6.0	7.0	2.0
YKL210W	2525.0	2740.0	5930.0	5745.0	4587.0	6097.0	4756.0	2526.0
YKL211C	349.0	366.0	634.0	609.0	587.0	846.0	875.0	451.0
YKL212W	962.0	1034.0	2349.0	2233.0	1511.0	1866.0	1806.0	1002.0
YKL213C	275.0	244.0	604.0	590.0	360.0	466.0	482.0	232.0
YKL214C	106.0	118.0	359.0	388.0	189.0	256.0	258.0	145.0
YKL215C	263.0	254.0	413.0	406.0	423.0	580.0	419.0	174.0
YKL216W	3333.0	3729.0	6501.0	5718.0	7244.0	9392.0	6588.0	3725.0
YKL217W	3.0	3.0	3.0	3.0	4.0	1.0	1.0	5.0
YKL218C	28.0	18.0	32.0	56.0	41.0	42.0	63.0	41.0
YKL219W	49.0	49.0	117.0	126.0	72.0	80.0	101.0	56.0
YKL220C	2.0	1.0	1.0	7.0	4.0	4.0	12.0	9.0
YKL222C	8.0	7.0	22.0	16.0	12.0	12.0	24.0	8.0
YKR001C	1246.0	1338.0	2441.0	2448.0	2082.0	2592.0	2384.0	1311.0
YKR002W	202.0	204.0	476.0	530.0	275.0	302.0	383.0	184.0
YKR003W	203.0	189.0	292.0	304.0	278.0	352.0	304.0	128.0
YKR004C	21.0	27.0	31.0	45.0	41.0	57.0	36.0	18.0
YKR005C	1.0	5.0	18.0	15.0	4.0	1.0	6.0	4.0
YKR006C	108.0	124.0	292.0	309.0	199.0	242.0	260.0	154.0
YKR007W	44.0	44.0	114.0	125.0	81.0	97.0	91.0	38.0
YKR008W	214.0	237.0	550.0	480.0	399.0	412.0	355.0	202.0
YKR009C	7.0	16.0	48.0	41.0	21.0	28.0	30.0	18.0
YKR010C	93.0	91.0	211.0	179.0	109.0	134.0	128.0	67.0
YKR011C	183.0	181.0	339.0	353.0	264.0	290.0	323.0	211.0
YKR013W	977.0	1050.0	1592.0	1530.0	1478.0	1906.0	1155.0	640.0
YKR014C	296.0	253.0	648.0	681.0	456.0	597.0	562.0	346.0
YKR016W	194.0	199.0	471.0	471.0	265.0	319.0	268.0	161.0
YKR017C	28.0	32.0	86.0	104.0	40.0	42.0	76.0	35.0
YKR018C	396.0	408.0	1035.0	1021.0	612.0	827.0	889.0	470.0
YKR019C	30.0	38.0	52.0	63.0	60.0	67.0	44.0	29.0
YKR020W	60.0	52.0	106.0	103.0	63.0	79.0	82.0	53.0
YKR021W	56.0	53.0	126.0	136.0	76.0	101.0	90.0	56.0
YKR022C	18.0	19.0	49.0	59.0	32.0	48.0	55.0	24.0
YKR023W	81.0	96.0	261.0	249.0	106.0	157.0	156.0	96.0
YKR024C	153.0	151.0	663.0	645.0	229.0	334.0	431.0	207.0
YKR025W	133.0	128.0	474.0	433.0	222.0	283.0	256.0	137.0
YKR026C	222.0	188.0	610.0	556.0	296.0	406.0	377.0	224.0
YKR027W	65.0	62.0	123.0	140.0	92.0	106.0	107.0	51.0
YKR028W	200.0	252.0	613.0	612.0	320.0	390.0	455.0	243.0
YKR029C	150.0	165.0	348.0	296.0	179.0	235.0	202.0	118.0
YKR030W	84.0	71.0	199.0	217.0	106.0	142.0	152.0	76.0
YKR031C	95.0	109.0	303.0	323.0	158.0	178.0	246.0	149.0
YKR035W-A	135.0	154.0	383.0	394.0	169.0	296.0	264.0	160.0
YKR036C	26.0	43.0	92.0	74.0	64.0	78.0	84.0	45.0
YKR037C	52.0	47.0	101.0	116.0	95.0	115.0	88.0	39.0
YKR038C	154.0	129.0	276.0	261.0	191.0	275.0	184.0	92.0
YKR039W	65.0	69.0	154.0	170.0	122.0	119.0	299.0	141.0
YKR041W	1.0	3.0	33.0	22.0	11.0	14.0	14.0	5.0
YKR042W	4508.0	4746.0	8056.0	6700.0	6192.0	8624.0	6425.0	3332.0
YKR043C	638.0	611.0	1381.0	1321.0	860.0	1150.0	976.0	517.0
YKR044W	24.0	31.0	68.0	56.0	36.0	38.0	42.0	26.0
YKR045C	33.0	38.0	81.0	91.0	52.0	52.0	57.0	31.0
YKR046C	127.0	130.0	625.0	700.0	122.0	182.0	526.0	264.0
YKR048C	762.0	798.0	1853.0	1769.0	1123.0	1566.0	1140.0	684.0
YKR049C	34.0	43.0	150.0	142.0	67.0	85.0	106.0	53.0
YKR050W	3.0	3.0	8.0	6.0	3.0	8.0	5.0	5.0
YKR051W	30.0	33.0	51.0	59.0	42.0	52.0	31.0	24.0
YKR052C	53.0	57.0	158.0	173.0	80.0	135.0	169.0	81.0
YKR054C	101.0	98.0	269.0	221.0	141.0	169.0	133.0	64.0
YKR055W	76.0	63.0	156.0	172.0	78.0	102.0	102.0	55.0
YKR056W	278.0	294.0	1001.0	972.0	455.0	537.0	636.0	322.0
YKR057W	2437.0	2576.0	8493.0	8524.0	2172.0	3135.0	2480.0	1558.0
YKR058W	17.0	12.0	19.0	25.0	28.0	27.0	26.0	24.0
YKR059W	682.0	781.0	1816.0	1801.0	995.0	1332.0	1020.0	587.0
YKR060W	83.0	89.0	251.0	231.0	133.0	178.0	146.0	102.0
YKR061W	2.0	7.0	8.0	15.0	8.0	14.0	8.0	5.0
YKR062W	131.0	182.0	438.0	424.0	285.0	311.0	323.0	158.0
YKR063C	39.0	42.0	105.0	96.0	73.0	71.0	57.0	47.0
YKR064W	41.0	36.0	85.0	86.0	54.0	65.0	61.0	34.0
YKR065C	234.0	248.0	546.0	458.0	359.0	473.0	348.0	234.0
YKR066C	514.0	522.0	1345.0	1315.0	619.0	921.0	653.0	363.0
YKR067W	198.0	163.0	324.0	285.0	228.0	258.0	286.0	134.0
YKR068C	139.0	120.0	380.0	360.0	196.0	222.0	217.0	118.0
YKR069W	7.0	7.0	14.0	14.0	8.0	12.0	14.0	3.0
YKR070W	162.0	141.0	200.0	231.0	262.0	316.0	222.0	96.0
YKR071C	212.0	252.0	614.0	570.0	364.0	463.0	378.0	189.0
YKR072C	153.0	171.0	414.0	393.0	235.0	295.0	331.0	196.0
YKR074W	147.0	151.0	494.0	485.0	230.0	287.0	283.0	142.0
YKR075C	10.0	13.0	44.0	38.0	22.0	44.0	20.0	12.0
YKR076W	36.0	40.0	80.0	96.0	45.0	55.0	84.0	40.0
YKR077W	108.0	122.0	286.0	277.0	137.0	158.0	122.0	84.0
YKR078W	29.0	39.0	124.0	127.0	60.0	64.0	85.0	22.0
YKR079C	92.0	84.0	328.0	307.0	146.0	154.0	170.0	117.0
YKR080W	153.0	181.0	275.0	229.0	218.0	331.0	406.0	185.0
YKR081C	496.0	484.0	1560.0	1523.0	578.0	813.0	870.0	558.0
YKR082W	345.0	345.0	958.0	878.0	529.0	602.0	526.0	273.0
YKR083C	42.0	38.0	126.0	115.0	72.0	98.0	91.0	38.0
YKR084C	277.0	292.0	560.0	541.0	392.0	543.0	455.0	193.0
YKR085C	105.0	124.0	217.0	267.0	164.0	216.0	215.0	130.0
YKR086W	58.0	53.0	115.0	132.0	81.0	81.0	94.0	41.0
YKR087C	64.0	69.0	211.0	191.0	100.0	123.0	116.0	68.0
YKR088C	130.0	128.0	278.0	244.0	170.0	235.0	211.0	102.0
YKR089C	172.0	180.0	536.0	518.0	218.0	252.0	246.0	121.0
YKR090W	151.0	148.0	274.0	299.0	199.0	273.0	201.0	101.0
YKR091W	32.0	35.0	143.0	132.0	44.0	46.0	82.0	39.0
YKR092C	592.0	637.0	1357.0	1186.0	911.0	1275.0	922.0	500.0
YKR093W	464.0	516.0	805.0	923.0	345.0	503.0	166.0	119.0
YKR094C	2171.0	2277.0	7023.0	7039.0	2954.0	4158.0	3923.0	2115.0
YKR095W	346.0	434.0	812.0	767.0	539.0	692.0	726.0	388.0
YKR095W-A	70.0	66.0	109.0	124.0	98.0	131.0	76.0	44.0
YKR096W	92.0	98.0	249.0	225.0	131.0	168.0	199.0	100.0
YKR097W	3.0	2.0	20.0	9.0	4.0	7.0	10.0	6.0
YKR098C	10.0	13.0	42.0	46.0	26.0	32.0	33.0	16.0
YKR099W	88.0	89.0	237.0	235.0	93.0	147.0	139.0	51.0
YKR100C	71.0	80.0	245.0	203.0	121.0	131.0	139.0	70.0
YKR101W	36.0	31.0	59.0	50.0	48.0	44.0	45.0	20.0
YLL001W	326.0	351.0	1035.0	1028.0	452.0	661.0	634.0	357.0
YLL002W	33.0	30.0	83.0	67.0	52.0	52.0	70.0	31.0
YLL003W	18.0	22.0	57.0	50.0	33.0	41.0	36.0	18.0
YLL004W	58.0	55.0	190.0	171.0	85.0	106.0	122.0	59.0
YLL006W	86.0	76.0	160.0	159.0	121.0	147.0	122.0	65.0
YLL007C	62.0	55.0	149.0	146.0	73.0	90.0	65.0	47.0
YLL008W	512.0	542.0	1802.0	1785.0	767.0	1022.0	1204.0	598.0
YLL009C	99.0	113.0	222.0	211.0	144.0	170.0	147.0	87.0
YLL010C	132.0	144.0	350.0	407.0	182.0	204.0	213.0	139.0
YLL011W	188.0	180.0	769.0	672.0	310.0	390.0	465.0	228.0
YLL012W	53.0	57.0	116.0	114.0	78.0	80.0	117.0	52.0
YLL013C	225.0	252.0	483.0	444.0	358.0	443.0	480.0	199.0
YLL014W	101.0	110.0	258.0	267.0	210.0	289.0	208.0	108.0
YLL015W	208.0	199.0	664.0	647.0	278.0	364.0	402.0	248.0
YLL018C	2618.0	2602.0	6359.0	6038.0	3894.0	5280.0	5105.0	2625.0
YLL018C-A	36.0	39.0	146.0	152.0	62.0	53.0	39.0	25.0
YLL019C	76.0	82.0	158.0	206.0	93.0	126.0	122.0	61.0
YLL021W	527.0	557.0	1235.0	1084.0	828.0	988.0	991.0	480.0
YLL022C	75.0	83.0	191.0	203.0	151.0	214.0	170.0	94.0
YLL023C	221.0	250.0	665.0	738.0	302.0	363.0	434.0	278.0
YLL024C	8406.0	9818.0	22993.0	22240.0	15098.0	20826.0	20216.0	10320.0
YLL026W	2426.0	2743.0	4130.0	4498.0	3349.0	4503.0	3769.0	1932.0
YLL027W	94.0	110.0	291.0	325.0	132.0	183.0	211.0	131.0
YLL028W	486.0	521.0	1952.0	1880.0	534.0	660.0	1142.0	630.0
YLL029W	384.0	324.0	769.0	785.0	519.0	537.0	592.0	317.0
YLL031C	267.0	291.0	474.0	441.0	408.0	473.0	379.0	229.0
YLL032C	87.0	96.0	195.0	184.0	114.0	162.0	128.0	80.0
YLL033W	18.0	20.0	34.0	47.0	23.0	35.0	19.0	14.0
YLL034C	256.0	284.0	864.0	802.0	376.0	521.0	537.0	246.0
YLL035W	49.0	58.0	144.0	122.0	75.0	116.0	88.0	63.0
YLL036C	125.0	128.0	346.0	341.0	148.0	209.0	189.0	104.0
YLL038C	55.0	42.0	116.0	114.0	62.0	76.0	66.0	30.0
YLL039C	814.0	990.0	1726.0	1850.0	1011.0	1326.0	1302.0	663.0
YLL040C	678.0	696.0	1487.0	1420.0	990.0	1222.0	1385.0	653.0
YLL041C	225.0	246.0	463.0	509.0	265.0	376.0	243.0	124.0
YLL042C	2.0	3.0	10.0	10.0	2.0	7.0	5.0	4.0
YLL043W	202.0	194.0	458.0	418.0	301.0	368.0	343.0	190.0
YLL045C	6079.0	6590.0	18566.0	17372.0	9527.0	12358.0	11871.0	6194.0
YLL046C	1.0	5.0	3.0	4.0	6.0	10.0	2.0	3.0
YLL048C	540.0	553.0	1642.0	1495.0	830.0	1013.0	1156.0	627.0
YLL049W	16.0	17.0	27.0	24.0	27.0	41.0	29.0	16.0
YLL050C	1881.0	1994.0	4900.0	4602.0	2931.0	3850.0	3330.0	1853.0
YLL051C	33.0	31.0	159.0	104.0	77.0	78.0	168.0	78.0
YLL054C	18.0	18.0	69.0	72.0	33.0	50.0	55.0	28.0
YLL055W	2.0	4.0	7.0	12.0	4.0	6.0	9.0	4.0
YLL058W	85.0	87.0	174.0	133.0	134.0	147.0	124.0	73.0
YLL060C	1.0	4.0	47.0	37.0	2.0	6.0	32.0	22.0
YLL061W	15.0	14.0	58.0	43.0	30.0	26.0	20.0	14.0
YLL062C	6.0	5.0	10.0	10.0	17.0	15.0	7.0	4.0
YLL063C	12.0	21.0	37.0	29.0	15.0	26.0	33.0	8.0
YLR001C	86.0	101.0	155.0	182.0	140.0	167.0	148.0	81.0
YLR002C	270.0	291.0	980.0	839.0	439.0	558.0	590.0	348.0
YLR003C	132.0	144.0	543.0	500.0	228.0	301.0	393.0	183.0
YLR004C	1.0	4.0	7.0	5.0	5.0	5.0	12.0	5.0
YLR005W	126.0	107.0	235.0	214.0	165.0	192.0	191.0	92.0
YLR006C	55.0	77.0	165.0	195.0	78.0	95.0	121.0	70.0
YLR007W	31.0	27.0	59.0	54.0	45.0	56.0	53.0	32.0
YLR008C	168.0	126.0	371.0	342.0	228.0	306.0	266.0	119.0
YLR009W	385.0	311.0	1350.0	1289.0	607.0	678.0	716.0	405.0
YLR010C	3.0	7.0	14.0	13.0	11.0	15.0	7.0	7.0
YLR011W	22.0	24.0	74.0	79.0	34.0	53.0	75.0	42.0
YLR014C	26.0	15.0	72.0	63.0	28.0	31.0	40.0	23.0
YLR015W	57.0	49.0	140.0	125.0	71.0	111.0	84.0	54.0
YLR016C	30.0	35.0	91.0	88.0	49.0	70.0	46.0	25.0
YLR017W	287.0	264.0	689.0	669.0	426.0	606.0	440.0	290.0
YLR018C	81.0	84.0	218.0	219.0	150.0	191.0	178.0	91.0
YLR019W	138.0	160.0	313.0	290.0	222.0	208.0	182.0	101.0
YLR020C	81.0	92.0	200.0	188.0	138.0	169.0	120.0	107.0
YLR021W	62.0	66.0	119.0	95.0	71.0	89.0	65.0	39.0
YLR022C	173.0	171.0	568.0	594.0	238.0	301.0	260.0	156.0
YLR023C	74.0	61.0	179.0	144.0	100.0	141.0	149.0	63.0
YLR024C	59.0	44.0	115.0	141.0	81.0	85.0	106.0	57.0
YLR025W	186.0	192.0	461.0	451.0	247.0	374.0	307.0	168.0
YLR026C	162.0	170.0	397.0	400.0	219.0	326.0	248.0	154.0
YLR027C	1053.0	1184.0	2437.0	2395.0	1818.0	2429.0	2749.0	1379.0
YLR028C	642.0	689.0	1335.0	1242.0	1076.0	1292.0	1240.0	626.0
YLR029C	9317.0	8994.0	22136.0	23085.0	11690.0	15492.0	14943.0	7876.0
YLR030W	7.0	2.0	10.0	16.0	10.0	12.0	7.0	8.0
YLR032W	137.0	148.0	353.0	317.0	214.0	216.0	244.0	118.0
YLR033W	163.0	155.0	383.0	378.0	214.0	287.0	269.0	179.0
YLR034C	225.0	169.0	744.0	705.0	434.0	516.0	723.0	379.0
YLR035C	24.0	15.0	64.0	56.0	33.0	43.0	46.0	17.0
YLR036C	51.0	36.0	70.0	68.0	57.0	61.0	43.0	26.0
YLR038C	297.0	312.0	783.0	837.0	381.0	413.0	352.0	177.0
YLR039C	101.0	87.0	223.0	192.0	136.0	173.0	152.0	68.0
YLR040C	765.0	729.0	2293.0	2278.0	1077.0	1390.0	1425.0	904.0
YLR042C	38.0	48.0	70.0	63.0	53.0	87.0	88.0	42.0
YLR043C	946.0	990.0	2685.0	2470.0	1598.0	2130.0	1742.0	986.0
YLR044C	64167.0	70365.0	172210.0	170994.0	106649.0	148699.0	146625.0	77388.0
YLR045C	219.0	194.0	463.0	472.0	319.0	317.0	309.0	156.0
YLR047C	17.0	20.0	33.0	33.0	31.0	36.0	48.0	30.0
YLR048W	6064.0	6320.0	15991.0	15353.0	9708.0	12741.0	11889.0	5598.0
YLR049C	156.0	163.0	260.0	265.0	247.0	245.0	199.0	112.0
YLR050C	67.0	61.0	103.0	101.0	76.0	126.0	100.0	38.0
YLR051C	154.0	143.0	463.0	484.0	190.0	249.0	245.0	126.0
YLR052W	68.0	64.0	196.0	188.0	112.0	150.0	156.0	73.0
YLR055C	127.0	111.0	153.0	166.0	154.0	212.0	203.0	99.0
YLR056W	960.0	899.0	2560.0	2420.0	1493.0	1725.0	2170.0	1223.0
YLR057W	71.0	66.0	186.0	165.0	95.0	91.0	98.0	68.0
YLR058C	3986.0	4352.0	4194.0	4085.0	5452.0	7357.0	7105.0	4107.0
YLR059C	96.0	84.0	291.0	284.0	137.0	208.0	270.0	121.0
YLR060W	1541.0	1640.0	3592.0	3302.0	2470.0	3245.0	2923.0	1539.0
YLR061W	4256.0	4994.0	10698.0	10643.0	7743.0	10175.0	7465.0	4209.0
YLR063W	60.0	62.0	166.0	127.0	74.0	110.0	99.0	45.0
YLR064W	140.0	134.0	334.0	340.0	224.0	265.0	207.0	102.0
YLR065C	111.0	97.0	264.0	247.0	181.0	173.0	187.0	112.0
YLR066W	158.0	148.0	375.0	362.0	268.0	327.0	278.0	165.0
YLR067C	37.0	27.0	82.0	74.0	48.0	44.0	60.0	34.0
YLR068W	76.0	59.0	396.0	341.0	113.0	126.0	133.0	89.0
YLR069C	184.0	194.0	446.0	397.0	280.0	388.0	423.0	202.0
YLR070C	5.0	5.0	7.0	13.0	16.0	10.0	17.0	10.0
YLR071C	154.0	154.0	370.0	339.0	260.0	302.0	218.0	113.0
YLR072W	59.0	77.0	167.0	150.0	109.0	152.0	120.0	60.0
YLR073C	47.0	51.0	109.0	98.0	90.0	97.0	67.0	45.0
YLR074C	214.0	196.0	914.0	836.0	271.0	366.0	379.0	213.0
YLR075W	10974.0	11609.0	29175.0	27276.0	17848.0	23392.0	22087.0	11182.0
YLR077W	74.0	76.0	119.0	119.0	102.0	161.0	118.0	51.0
YLR078C	119.0	99.0	294.0	300.0	151.0	230.0	187.0	121.0
YLR079W	141.0	163.0	318.0	366.0	236.0	273.0	247.0	123.0
YLR080W	19.0	23.0	47.0	60.0	56.0	65.0	87.0	34.0
YLR081W	9.0	1.0	14.0	6.0	2.0	7.0	3.0	3.0
YLR082C	48.0	41.0	109.0	124.0	70.0	79.0	73.0	41.0
YLR083C	484.0	559.0	1424.0	1376.0	822.0	978.0	984.0	506.0
YLR084C	195.0	206.0	491.0	451.0	351.0	337.0	413.0	218.0
YLR085C	38.0	48.0	109.0	115.0	54.0	85.0	111.0	48.0
YLR086W	154.0	177.0	376.0	326.0	248.0	283.0	237.0	96.0
YLR087C	57.0	48.0	131.0	118.0	78.0	107.0	107.0	71.0
YLR088W	213.0	232.0	600.0	572.0	365.0	391.0	445.0	235.0
YLR089C	289.0	318.0	661.0	687.0	416.0	536.0	500.0	306.0
YLR090W	65.0	65.0	140.0	151.0	97.0	132.0	163.0	79.0
YLR091W	23.0	22.0	37.0	32.0	35.0	30.0	16.0	16.0
YLR092W	6.0	3.0	11.0	8.0	3.0	4.0	8.0	5.0
YLR093C	203.0	246.0	511.0	501.0	281.0	385.0	305.0	185.0
YLR094C	133.0	134.0	389.0	364.0	164.0	212.0	243.0	119.0
YLR095C	159.0	150.0	391.0	382.0	219.0	260.0	262.0	122.0
YLR096W	183.0	162.0	370.0	347.0	209.0	271.0	256.0	119.0
YLR097C	20.0	28.0	18.0	36.0	53.0	48.0	57.0	18.0
YLR098C	28.0	32.0	60.0	54.0	53.0	53.0	34.0	24.0
YLR099C	37.0	29.0	98.0	92.0	46.0	74.0	93.0	53.0
YLR099W-A	44.0	42.0	43.0	60.0	50.0	83.0	46.0	19.0
YLR100W	315.0	314.0	831.0	826.0	469.0	607.0	636.0	370.0
YLR102C	45.0	49.0	108.0	98.0	61.0	83.0	72.0	34.0
YLR103C	46.0	42.0	114.0	101.0	65.0	83.0	91.0	46.0
YLR104W	71.0	49.0	126.0	98.0	98.0	143.0	103.0	60.0
YLR105C	19.0	38.0	67.0	65.0	25.0	52.0	59.0	36.0
YLR106C	778.0	760.0	3054.0	2638.0	1148.0	1080.0	1542.0	640.0
YLR107W	65.0	80.0	236.0	211.0	94.0	126.0	104.0	69.0
YLR108C	79.0	76.0	238.0	194.0	199.0	146.0	215.0	105.0
YLR109W	13544.0	15100.0	44689.0	42484.0	22845.0	31215.0	35812.0	19854.0
YLR110C	28278.0	31967.0	77690.0	72746.0	44472.0	63146.0	49724.0	30355.0
YLR113W	320.0	297.0	770.0	726.0	456.0	566.0	814.0	425.0
YLR114C	132.0	112.0	253.0	224.0	203.0	242.0	269.0	111.0
YLR115W	79.0	74.0	219.0	213.0	130.0	163.0	138.0	71.0
